origin,method,horizon_min,actual,pred
2018-01-08 04:55:00,prophet_level_adj,15,52.3185606060606,48.30857468669112
2018-01-08 04:55:00,prophet_level_adj,20,42.02813852813853,48.819718023221824
2018-01-08 04:55:00,prophet_level_adj,25,35.339166666666664,49.321747634972894
2018-01-08 04:55:00,prophet_level_adj,30,42.875541125541126,49.81290424147524
2018-01-08 04:55:00,persistence,5,41.71473922902494,41.90833333333333
2018-01-08 04:55:00,persistence,10,53.38900226757369,41.90833333333333
2018-01-08 04:55:00,persistence,15,52.3185606060606,41.90833333333333
2018-01-08 04:55:00,persistence,20,42.02813852813853,41.90833333333333
2018-01-08 04:55:00,persistence,25,35.339166666666664,41.90833333333333
2018-01-08 04:55:00,persistence,30,42.875541125541126,41.90833333333333
2018-01-08 04:55:00,moving_avg_30m,5,41.71473922902494,45.416274994846425
2018-01-08 04:55:00,moving_avg_30m,10,53.38900226757369,45.416274994846425
2018-01-08 04:55:00,moving_avg_30m,15,52.3185606060606,45.416274994846425
2018-01-08 04:55:00,moving_avg_30m,20,42.02813852813853,45.416274994846425
2018-01-08 04:55:00,moving_avg_30m,25,35.339166666666664,45.416274994846425
2018-01-08 04:55:00,moving_avg_30m,30,42.875541125541126,45.416274994846425
2018-01-08 04:55:00,seasonal_naive_24h,5,41.71473922902494,47.03015873015873
2018-01-08 04:55:00,seasonal_naive_24h,10,53.38900226757369,52.86833333333334
2018-01-08 04:55:00,seasonal_naive_24h,15,52.3185606060606,51.67503779289493
2018-01-08 04:55:00,seasonal_naive_24h,20,42.02813852813853,46.55714285714286
2018-01-08 04:55:00,seasonal_naive_24h,25,35.339166666666664,43.37873376623377
2018-01-08 04:55:00,seasonal_naive_24h,30,42.875541125541126,50.51893939393938
2018-01-08 04:55:00,arima_212,5,41.71473922902494,42.36554899272426
2018-01-08 04:55:00,arima_212,10,53.38900226757369,43.36374018066113
2018-01-08 04:55:00,arima_212,15,52.3185606060606,43.49368413392432
2018-01-08 04:55:00,arima_212,20,42.02813852813853,43.71713026718242
2018-01-08 04:55:00,arima_212,25,35.339166666666664,43.75229008197871
2018-01-08 04:55:00,arima_212,30,42.875541125541126,43.80248723191096
2018-01-08 05:25:00,prophet,5,49.38764172335601,51.138197676292634
2018-01-08 05:25:00,prophet,10,51.66878306878307,51.590727879860786
2018-01-08 05:25:00,prophet,15,54.42380952380952,52.027701998534255
2018-01-08 05:25:00,prophet,20,62.5425,52.44750529849044
2018-01-08 05:25:00,prophet,25,62.5904761904762,52.84858047215154
2018-01-08 05:25:00,prophet,30,82.65510204081633,53.229436874336734
2018-01-08 05:25:00,prophet_level_adj,5,49.38764172335601,46.30432603090287
2018-01-08 05:25:00,prophet_level_adj,10,51.66878306878307,46.75685623447102
2018-01-08 05:25:00,prophet_level_adj,15,54.42380952380952,47.19383035314449
2018-01-08 05:25:00,prophet_level_adj,20,62.5425,47.61363365310068
2018-01-08 05:25:00,prophet_level_adj,25,62.5904761904762,48.014708826761776
2018-01-08 05:25:00,prophet_level_adj,30,82.65510204081633,48.39556522894697
2018-01-08 05:25:00,persistence,5,49.38764172335601,42.875541125541126
2018-01-08 05:25:00,persistence,10,51.66878306878307,42.875541125541126
2018-01-08 05:25:00,persistence,15,54.42380952380952,42.875541125541126
2018-01-08 05:25:00,persistence,20,62.5425,42.875541125541126
2018-01-08 05:25:00,persistence,25,62.5904761904762,42.875541125541126
2018-01-08 05:25:00,persistence,30,82.65510204081633,42.875541125541126
2018-01-08 05:25:00,moving_avg_30m,5,49.38764172335601,44.61085807050092
2018-01-08 05:25:00,moving_avg_30m,10,51.66878306878307,44.61085807050092
2018-01-08 05:25:00,moving_avg_30m,15,54.42380952380952,44.61085807050092
2018-01-08 05:25:00,moving_avg_30m,20,62.5425,44.61085807050092
2018-01-08 05:25:00,moving_avg_30m,25,62.5904761904762,44.61085807050092
2018-01-08 05:25:00,moving_avg_30m,30,82.65510204081633,44.61085807050092
2018-01-08 05:25:00,seasonal_naive_24h,5,49.38764172335601,65.37763347763347
2018-01-08 05:25:00,seasonal_naive_24h,10,51.66878306878307,56.23560606060608
2018-01-08 05:25:00,seasonal_naive_24h,15,54.42380952380952,58.28787878787878
2018-01-08 05:25:00,seasonal_naive_24h,20,62.5425,60.33616780045351
2018-01-08 05:25:00,seasonal_naive_24h,25,62.5904761904762,53.67244047619048
2018-01-08 05:25:00,seasonal_naive_24h,30,82.65510204081633,50.420634920634924
2018-01-08 05:25:00,arima_212,5,49.38764172335601,43.93883833676838
2018-01-08 05:25:00,arima_212,10,51.66878306878307,43.846156557855636
2018-01-08 05:25:00,arima_212,15,54.42380952380952,44.0163100709155
2018-01-08 05:25:00,arima_212,20,62.5425,44.009051595714425
2018-01-08 05:25:00,arima_212,25,62.5904761904762,44.03663415063557
2018-01-08 05:25:00,arima_212,30,82.65510204081633,44.036731836940504
2018-01-08 05:55:00,prophet,5,78.32234848484849,55.344784370982765
2018-01-08 05:55:00,prophet,10,62.99161255411255,55.703639716871145
2018-01-08 05:55:00,prophet,15,59.89410430839003,56.03770272255946
2018-01-08 05:55:00,prophet,20,59.89469696969696,56.34582932379213
2018-01-08 05:55:00,prophet,25,58.73015873015873,56.62698560955482
2018-01-08 05:55:00,prophet,30,57.88961038961038,56.88025405304031
2018-01-08 05:55:00,prophet_level_adj,5,78.32234848484849,62.00401768772929
2018-01-08 05:55:00,prophet_level_adj,10,62.99161255411255,62.36287303361767
2018-01-08 05:55:00,prophet_level_adj,15,59.89410430839003,62.69693603930598
2018-01-08 05:55:00,prophet_level_adj,20,59.89469696969696,63.005062640538654
2018-01-08 05:55:00,prophet_level_adj,25,58.73015873015873,63.286218926301345
2018-01-08 05:55:00,prophet_level_adj,30,57.88961038961038,63.53948736978683
2018-01-08 05:55:00,persistence,5,78.32234848484849,82.65510204081633
2018-01-08 05:55:00,persistence,10,62.99161255411255,82.65510204081633
2018-01-08 05:55:00,persistence,15,59.89410430839003,82.65510204081633
2018-01-08 05:55:00,persistence,20,59.89469696969696,82.65510204081633
2018-01-08 05:55:00,persistence,25,58.73015873015873,82.65510204081633
2018-01-08 05:55:00,persistence,30,57.88961038961038,82.65510204081633
2018-01-08 05:55:00,moving_avg_30m,5,78.32234848484849,60.54471875787351
2018-01-08 05:55:00,moving_avg_30m,10,62.99161255411255,60.54471875787351
2018-01-08 05:55:00,moving_avg_30m,15,59.89410430839003,60.54471875787351
2018-01-08 05:55:00,moving_avg_30m,20,59.89469696969696,60.54471875787351
2018-01-08 05:55:00,moving_avg_30m,25,58.73015873015873,60.54471875787351
2018-01-08 05:55:00,moving_avg_30m,30,57.88961038961038,60.54471875787351
2018-01-08 05:55:00,seasonal_naive_24h,5,78.32234848484849,57.55681818181818
2018-01-08 05:55:00,seasonal_naive_24h,10,62.99161255411255,69.69128787878788
2018-01-08 05:55:00,seasonal_naive_24h,15,59.89410430839003,77.66212121212122
2018-01-08 05:55:00,seasonal_naive_24h,20,59.89469696969696,78.7984523809524
2018-01-08 05:55:00,seasonal_naive_24h,25,58.73015873015873,67.76439393939394
2018-01-08 05:55:00,seasonal_naive_24h,30,57.88961038961038,63.72416666666667
2018-01-08 05:55:00,arima_212,5,78.32234848484849,72.887535758374
2018-01-08 05:55:00,arima_212,10,62.99161255411255,67.03928496831654
2018-01-08 05:55:00,arima_212,15,59.89410430839003,64.84924245168165
2018-01-08 05:55:00,arima_212,20,59.89469696969696,63.593317460578305
2018-01-08 05:55:00,arima_212,25,58.73015873015873,63.10461083281914
2018-01-08 05:55:00,arima_212,30,57.88961038961038,62.83412209101288
2018-01-08 06:25:00,prophet,5,59.72878787878788,58.173028040319494
2018-01-08 06:25:00,prophet,10,62.43968253968254,58.377752273994986
2018-01-08 06:25:00,prophet,15,62.14404761904761,58.55215587310943
2018-01-08 06:25:00,prophet,20,54.72619047619047,58.695841738052295
2018-01-08 06:25:00,prophet,25,54.59166666666667,58.80855166770142
2018-01-08 06:25:00,prophet,30,57.04625850340136,58.89016786250026
2018-01-08 06:25:00,prophet_level_adj,5,59.72878787878788,63.93933671335875
2018-01-08 06:25:00,prophet_level_adj,10,62.43968253968254,64.14406094703425
2018-01-08 06:25:00,prophet_level_adj,15,62.14404761904761,64.31846454614869
2018-01-08 06:25:00,prophet_level_adj,20,54.72619047619047,64.46215041109156
2018-01-08 06:25:00,prophet_level_adj,25,54.59166666666667,64.57486034074068
2018-01-08 06:25:00,prophet_level_adj,30,57.04625850340136,64.65647653553953
2018-01-08 06:25:00,persistence,5,59.72878787878788,57.88961038961038
2018-01-08 06:25:00,persistence,10,62.43968253968254,57.88961038961038
2018-01-08 06:25:00,persistence,15,62.14404761904761,57.88961038961038
2018-01-08 06:25:00,persistence,20,54.72619047619047,57.88961038961038
2018-01-08 06:25:00,persistence,25,54.59166666666667,57.88961038961038
2018-01-08 06:25:00,persistence,30,57.04625850340136,57.88961038961038
2018-01-08 06:25:00,moving_avg_30m,5,59.72878787878788,62.95375523946952
2018-01-08 06:25:00,moving_avg_30m,10,62.43968253968254,62.95375523946952
2018-01-08 06:25:00,moving_avg_30m,15,62.14404761904761,62.95375523946952
2018-01-08 06:25:00,moving_avg_30m,20,54.72619047619047,62.95375523946952
2018-01-08 06:25:00,moving_avg_30m,25,54.59166666666667,62.95375523946952
2018-01-08 06:25:00,moving_avg_30m,30,57.04625850340136,62.95375523946952
2018-01-08 06:25:00,seasonal_naive_24h,5,59.72878787878788,56.37770562770563
2018-01-08 06:25:00,seasonal_naive_24h,10,62.43968253968254,53.042424242424254
2018-01-08 06:25:00,seasonal_naive_24h,15,62.14404761904761,54.15333333333333
2018-01-08 06:25:00,seasonal_naive_24h,20,54.72619047619047,50.66706349206349
2018-01-08 06:25:00,seasonal_naive_24h,25,54.59166666666667,62.11948051948052
2018-01-08 06:25:00,seasonal_naive_24h,30,57.04625850340136,56.84614512471656
2018-01-08 06:25:00,arima_212,5,59.72878787878788,58.87223275900714
2018-01-08 06:25:00,arima_212,10,62.43968253968254,59.379449244281865
2018-01-08 06:25:00,arima_212,15,62.14404761904761,59.561748668309384
2018-01-08 06:25:00,arima_212,20,54.72619047619047,59.65450274358262
2018-01-08 06:25:00,arima_212,25,54.59166666666667,59.68830075062798
2018-01-08 06:25:00,arima_212,30,57.04625850340136,59.70527038601497
2018-01-08 06:55:00,prophet,5,60.8270202020202,58.95809145322399
2018-01-08 06:55:00,prophet,10,59.73492063492064,58.97819290227105
2018-01-08 06:55:00,prophet,15,54.224242424242426,58.967719697898275
2018-01-08 06:55:00,prophet,20,60.972023809523805,58.92711490124765
2018-01-08 06:55:00,prophet,25,62.26060606060607,58.85695631090074
2018-01-08 06:55:00,prophet,30,63.5225,58.757952799867475
2018-01-08 06:55:00,prophet_level_adj,5,60.8270202020202,58.80529856178756
2018-01-08 06:55:00,prophet_level_adj,10,59.73492063492064,58.82540001083461
2018-01-08 06:55:00,prophet_level_adj,15,54.224242424242426,58.81492680646184
2018-01-08 06:55:00,prophet_level_adj,20,60.972023809523805,58.774322009811215
2018-01-08 06:55:00,prophet_level_adj,25,62.26060606060607,58.70416341946431
2018-01-08 06:55:00,prophet_level_adj,30,63.5225,58.60515990843104
2018-01-08 06:55:00,persistence,5,60.8270202020202,57.04625850340136
2018-01-08 06:55:00,persistence,10,59.73492063492064,57.04625850340136
2018-01-08 06:55:00,persistence,15,54.224242424242426,57.04625850340136
2018-01-08 06:55:00,persistence,20,60.972023809523805,57.04625850340136
2018-01-08 06:55:00,persistence,25,62.26060606060607,57.04625850340136
2018-01-08 06:55:00,persistence,30,63.5225,57.04625850340136
2018-01-08 06:55:00,moving_avg_30m,5,60.8270202020202,58.44610561396275
2018-01-08 06:55:00,moving_avg_30m,10,59.73492063492064,58.44610561396275
2018-01-08 06:55:00,moving_avg_30m,15,54.224242424242426,58.44610561396275
2018-01-08 06:55:00,moving_avg_30m,20,60.972023809523805,58.44610561396275
2018-01-08 06:55:00,moving_avg_30m,25,62.26060606060607,58.44610561396275
2018-01-08 06:55:00,moving_avg_30m,30,63.5225,58.44610561396275
2018-01-08 06:55:00,seasonal_naive_24h,5,60.8270202020202,64.56540404040405
2018-01-08 06:55:00,seasonal_naive_24h,10,59.73492063492064,56.95681818181819
2018-01-08 06:55:00,seasonal_naive_24h,15,54.224242424242426,51.51839826839827
2018-01-08 06:55:00,seasonal_naive_24h,20,60.972023809523805,54.11083333333333
2018-01-08 06:55:00,seasonal_naive_24h,25,62.26060606060607,49.55108225108225
2018-01-08 06:55:00,seasonal_naive_24h,30,63.5225,54.62056277056276
2018-01-08 06:55:00,arima_212,5,60.8270202020202,57.79504795618238
2018-01-08 06:55:00,arima_212,10,59.73492063492064,58.09090975498768
2018-01-08 06:55:00,arima_212,15,54.224242424242426,58.21490796249505
2018-01-08 06:55:00,arima_212,20,60.972023809523805,58.26414994263161
2018-01-08 06:55:00,arima_212,25,62.26060606060607,58.28469247746372
2018-01-08 06:55:00,arima_212,30,63.5225,58.292884779558875
2018-01-08 07:25:00,prophet,5,58.256818181818176,58.65407711295326
2018-01-08 07:25:00,prophet,10,59.44444444444445,58.49859131554445
2018-01-08 07:25:00,prophet,15,54.25211640211641,58.31699863642605
2018-01-08 07:25:00,prophet,20,51.43249999999999,58.11048149257732
2018-01-08 07:25:00,prophet,25,50.30378787878787,57.8803242979564
2018-01-08 07:25:00,prophet,30,46.22521645021645,57.62790548620747
2018-01-08 07:25:00,prophet_level_adj,5,58.256818181818176,59.97636687168503
2018-01-08 07:25:00,prophet_level_adj,10,59.44444444444445,59.82088107427622
2018-01-08 07:25:00,prophet_level_adj,15,54.25211640211641,59.63928839515782
2018-01-08 07:25:00,prophet_level_adj,20,51.43249999999999,59.43277125130909
2018-01-08 07:25:00,prophet_level_adj,25,50.30378787878787,59.20261405668817
2018-01-08 07:25:00,prophet_level_adj,30,46.22521645021645,58.95019524493924
2018-01-08 07:25:00,persistence,5,58.256818181818176,63.5225
2018-01-08 07:25:00,persistence,10,59.44444444444445,63.5225
2018-01-08 07:25:00,persistence,15,54.25211640211641,63.5225
2018-01-08 07:25:00,persistence,20,51.43249999999999,63.5225
2018-01-08 07:25:00,persistence,25,50.30378787878787,63.5225
2018-01-08 07:25:00,persistence,30,46.22521645021645,63.5225
2018-01-08 07:25:00,moving_avg_30m,5,58.256818181818176,60.256885521885515
2018-01-08 07:25:00,moving_avg_30m,10,59.44444444444445,60.256885521885515
2018-01-08 07:25:00,moving_avg_30m,15,54.25211640211641,60.256885521885515
2018-01-08 07:25:00,moving_avg_30m,20,51.43249999999999,60.256885521885515
2018-01-08 07:25:00,moving_avg_30m,25,50.30378787878787,60.256885521885515
2018-01-08 07:25:00,moving_avg_30m,30,46.22521645021645,60.256885521885515
2018-01-08 07:25:00,seasonal_naive_24h,5,58.256818181818176,62.88106060606061
2018-01-08 07:25:00,seasonal_naive_24h,10,59.44444444444445,49.49220779220779
2018-01-08 07:25:00,seasonal_naive_24h,15,54.25211640211641,51.30530303030303
2018-01-08 07:25:00,seasonal_naive_24h,20,51.43249999999999,54.03409090909091
2018-01-08 07:25:00,seasonal_naive_24h,25,50.30378787878787,47.62380952380952
2018-01-08 07:25:00,seasonal_naive_24h,30,46.22521645021645,47.86235827664399
2018-01-08 07:25:00,arima_212,5,58.256818181818176,62.103599284340206
2018-01-08 07:25:00,arima_212,10,59.44444444444445,61.15446004651383
2018-01-08 07:25:00,arima_212,15,54.25211640211641,60.879612233448604
2018-01-08 07:25:00,arima_212,20,51.43249999999999,60.72105238339659
2018-01-08 07:25:00,arima_212,25,50.30378787878787,60.66958981427182
2018-01-08 07:25:00,arima_212,30,46.22521645021645,60.64271167149786
2018-01-08 07:55:00,prophet,5,58.64469696969698,57.212727421029385
2018-01-08 07:55:00,prophet,10,52.29,56.924027135365556
2018-01-08 07:55:00,prophet,15,48.229870129870136,56.61811906642993
2018-01-08 07:55:00,prophet,20,47.91969696969696,56.296660263366654
2018-01-08 07:55:00,prophet,25,45.81439393939394,55.96135229214717
2018-01-08 07:55:00,prophet,30,46.41515151515152,55.61393088509462
2018-01-08 07:55:00,prophet_level_adj,5,58.64469696969698,52.50146914752081
2018-01-08 07:55:00,prophet_level_adj,10,52.29,52.21276886185698
2018-01-08 07:55:00,prophet_level_adj,15,48.229870129870136,51.90686079292135
2018-01-08 07:55:00,prophet_level_adj,20,47.91969696969696,51.58540198985808
2018-01-08 07:55:00,prophet_level_adj,25,45.81439393939394,51.25009401863859
2018-01-08 07:55:00,prophet_level_adj,30,46.41515151515152,50.90267261158604
2018-01-08 07:55:00,persistence,5,58.64469696969698,46.22521645021645
2018-01-08 07:55:00,persistence,10,52.29,46.22521645021645
2018-01-08 07:55:00,persistence,15,48.229870129870136,46.22521645021645
2018-01-08 07:55:00,persistence,20,47.91969696969696,46.22521645021645
2018-01-08 07:55:00,persistence,25,45.81439393939394,46.22521645021645
2018-01-08 07:55:00,persistence,30,46.41515151515152,46.22521645021645
2018-01-08 07:55:00,moving_avg_30m,5,58.64469696969698,53.31914722623056
2018-01-08 07:55:00,moving_avg_30m,10,52.29,53.31914722623056
2018-01-08 07:55:00,moving_avg_30m,15,48.229870129870136,53.31914722623056
2018-01-08 07:55:00,moving_avg_30m,20,47.91969696969696,53.31914722623056
2018-01-08 07:55:00,moving_avg_30m,25,45.81439393939394,53.31914722623056
2018-01-08 07:55:00,moving_avg_30m,30,46.41515151515152,53.31914722623056
2018-01-08 07:55:00,seasonal_naive_24h,5,58.64469696969698,63.626691729323305
2018-01-08 07:55:00,seasonal_naive_24h,10,52.29,51.15681818181818
2018-01-08 07:55:00,seasonal_naive_24h,15,48.229870129870136,48.55378787878788
2018-01-08 07:55:00,seasonal_naive_24h,20,47.91969696969696,50.90113636363637
2018-01-08 07:55:00,seasonal_naive_24h,25,45.81439393939394,55.85833333333333
2018-01-08 07:55:00,seasonal_naive_24h,30,46.41515151515152,46.99015151515152
2018-01-08 07:55:00,arima_212,5,58.64469696969698,49.431669214738676
2018-01-08 07:55:00,arima_212,10,52.29,51.519371864363364
2018-01-08 07:55:00,arima_212,15,48.229870129870136,52.358594753293076
2018-01-08 07:55:00,arima_212,20,47.91969696969696,52.838200899917794
2018-01-08 07:55:00,arima_212,25,45.81439393939394,53.04926828724188
2018-01-08 07:55:00,arima_212,30,46.41515151515152,53.16179516810782
2018-01-08 08:25:00,prophet,5,41.62651515151516,53.385819906854174
2018-01-08 08:25:00,prophet,10,43.82727272727273,52.99290513403061
2018-01-08 08:25:00,prophet,15,43.70583333333333,52.59353783384316
2018-01-08 08:25:00,prophet,20,40.73571428571429,52.18950630671006
2018-01-08 08:25:00,prophet,25,40.72121212121212,51.78257792186752
2018-01-08 08:25:00,prophet,30,39.79058441558441,51.37448875500631
2018-01-08 08:25:00,prophet_level_adj,5,41.62651515151516,48.6082708627235
2018-01-08 08:25:00,prophet_level_adj,10,43.82727272727273,48.215356089899934
2018-01-08 08:25:00,prophet_level_adj,15,43.70583333333333,47.815988789712485
2018-01-08 08:25:00,prophet_level_adj,20,40.73571428571429,47.411957262579385
2018-01-08 08:25:00,prophet_level_adj,25,40.72121212121212,47.00502887773685
2018-01-08 08:25:00,prophet_level_adj,30,39.79058441558441,46.59693971087564
2018-01-08 08:25:00,persistence,5,41.62651515151516,46.41515151515152
2018-01-08 08:25:00,persistence,10,43.82727272727273,46.41515151515152
2018-01-08 08:25:00,persistence,15,43.70583333333333,46.41515151515152
2018-01-08 08:25:00,persistence,20,40.73571428571429,46.41515151515152
2018-01-08 08:25:00,persistence,25,40.72121212121212,46.41515151515152
2018-01-08 08:25:00,persistence,30,39.79058441558441,46.41515151515152
2018-01-08 08:25:00,moving_avg_30m,5,41.62651515151516,49.88563492063492
2018-01-08 08:25:00,moving_avg_30m,10,43.82727272727273,49.88563492063492
2018-01-08 08:25:00,moving_avg_30m,15,43.70583333333333,49.88563492063492
2018-01-08 08:25:00,moving_avg_30m,20,40.73571428571429,49.88563492063492
2018-01-08 08:25:00,moving_avg_30m,25,40.72121212121212,49.88563492063492
2018-01-08 08:25:00,moving_avg_30m,30,39.79058441558441,49.88563492063492
2018-01-08 08:25:00,seasonal_naive_24h,5,41.62651515151516,52.25151515151515
2018-01-08 08:25:00,seasonal_naive_24h,10,43.82727272727273,50.43968253968254
2018-01-08 08:25:00,seasonal_naive_24h,15,43.70583333333333,46.31269841269842
2018-01-08 08:25:00,seasonal_naive_24h,20,40.73571428571429,45.04285714285714
2018-01-08 08:25:00,seasonal_naive_24h,25,40.72121212121212,46.730158730158735
2018-01-08 08:25:00,seasonal_naive_24h,30,39.79058441558441,42.51590909090909
2018-01-08 08:25:00,arima_212,5,41.62651515151516,48.220169349892934
2018-01-08 08:25:00,arima_212,10,43.82727272727273,49.153522675940955
2018-01-08 08:25:00,arima_212,15,43.70583333333333,49.583867529474134
2018-01-08 08:25:00,arima_212,20,40.73571428571429,49.80598853334208
2018-01-08 08:25:00,arima_212,25,40.72121212121212,49.90858642477352
2018-01-08 08:25:00,arima_212,30,39.79058441558441,49.96144858090449
2018-01-08 08:55:00,prophet,5,57.45863095238095,49.894291657651465
2018-01-08 08:55:00,prophet,10,52.08904761904762,49.48325531814792
2018-01-08 08:55:00,prophet,15,49.900000000000006,49.07676715282684
2018-01-08 08:55:00,prophet,20,52.10492424242425,48.67633108073741
2018-01-08 08:55:00,prophet,25,47.540043290043286,48.283368964304174
2018-01-08 08:55:00,prophet,30,51.351587301587294,47.89921296318422
2018-01-08 08:55:00,prophet_level_adj,5,57.45863095238095,40.28780904434021
2018-01-08 08:55:00,prophet_level_adj,10,52.08904761904762,39.87677270483667
2018-01-08 08:55:00,prophet_level_adj,15,49.900000000000006,39.47028453951559
2018-01-08 08:55:00,prophet_level_adj,20,52.10492424242425,39.069848467426155
2018-01-08 08:55:00,prophet_level_adj,25,47.540043290043286,38.676886350992916
2018-01-08 08:55:00,prophet_level_adj,30,51.351587301587294,38.29273034987297
2018-01-08 08:55:00,persistence,5,57.45863095238095,39.79058441558441
2018-01-08 08:55:00,persistence,10,52.08904761904762,39.79058441558441
2018-01-08 08:55:00,persistence,15,49.900000000000006,39.79058441558441
2018-01-08 08:55:00,persistence,20,52.10492424242425,39.79058441558441
2018-01-08 08:55:00,persistence,25,47.540043290043286,39.79058441558441
2018-01-08 08:55:00,persistence,30,51.351587301587294,39.79058441558441
2018-01-08 08:55:00,moving_avg_30m,5,57.45863095238095,41.734522005772014
2018-01-08 08:55:00,moving_avg_30m,10,52.08904761904762,41.734522005772014
2018-01-08 08:55:00,moving_avg_30m,15,49.900000000000006,41.734522005772014
2018-01-08 08:55:00,moving_avg_30m,20,52.10492424242425,41.734522005772014
2018-01-08 08:55:00,moving_avg_30m,25,47.540043290043286,41.734522005772014
2018-01-08 08:55:00,moving_avg_30m,30,51.351587301587294,41.734522005772014
2018-01-08 08:55:00,seasonal_naive_24h,5,57.45863095238095,58.13249999999999
2018-01-08 08:55:00,seasonal_naive_24h,10,52.08904761904762,53.47050264550264
2018-01-08 08:55:00,seasonal_naive_24h,15,49.900000000000006,50.275396825396825
2018-01-08 08:55:00,seasonal_naive_24h,20,52.10492424242425,52.31041666666668
2018-01-08 08:55:00,seasonal_naive_24h,25,47.540043290043286,50.0275974025974
2018-01-08 08:55:00,seasonal_naive_24h,30,51.351587301587294,46.62045454545455
2018-01-08 08:55:00,arima_212,5,57.45863095238095,41.21988587982672
2018-01-08 08:55:00,arima_212,10,52.08904761904762,42.2972966469535
2018-01-08 08:55:00,arima_212,15,49.900000000000006,42.535875116375024
2018-01-08 08:55:00,arima_212,20,52.10492424242425,42.955481834022684
2018-01-08 08:55:00,arima_212,25,47.540043290043286,42.895078668068294
2018-01-08 08:55:00,arima_212,30,51.351587301587294,43.12258851935453
2018-01-08 09:25:00,prophet,5,46.61839826839826,47.73206838153729
2018-01-08 09:25:00,prophet,10,43.314393939393945,47.36903125482852
2018-01-08 09:25:00,prophet,15,46.51349206349206,47.01799570373308
2018-01-08 09:25:00,prophet,20,39.75385487528345,46.67987788661323
2018-01-08 09:25:00,prophet,25,41.049498746867165,46.35547772225364
2018-01-08 09:25:00,prophet,30,37.12900432900433,46.0454756898789
2018-01-08 09:25:00,prophet_level_adj,5,46.61839826839826,50.38183029703943
2018-01-08 09:25:00,prophet_level_adj,10,43.314393939393945,50.01879317033066
2018-01-08 09:25:00,prophet_level_adj,15,46.51349206349206,49.66775761923522
2018-01-08 09:25:00,prophet_level_adj,20,39.75385487528345,49.329639802115366
2018-01-08 09:25:00,prophet_level_adj,25,41.049498746867165,49.00523963775578
2018-01-08 09:25:00,prophet_level_adj,30,37.12900432900433,48.69523760538104
2018-01-08 09:25:00,persistence,5,46.61839826839826,51.351587301587294
2018-01-08 09:25:00,persistence,10,43.314393939393945,51.351587301587294
2018-01-08 09:25:00,persistence,15,46.51349206349206,51.351587301587294
2018-01-08 09:25:00,persistence,20,39.75385487528345,51.351587301587294
2018-01-08 09:25:00,persistence,25,41.049498746867165,51.351587301587294
2018-01-08 09:25:00,persistence,30,37.12900432900433,51.351587301587294
2018-01-08 09:25:00,moving_avg_30m,5,46.61839826839826,51.74070556758057
2018-01-08 09:25:00,moving_avg_30m,10,43.314393939393945,51.74070556758057
2018-01-08 09:25:00,moving_avg_30m,15,46.51349206349206,51.74070556758057
2018-01-08 09:25:00,moving_avg_30m,20,39.75385487528345,51.74070556758057
2018-01-08 09:25:00,moving_avg_30m,25,41.049498746867165,51.74070556758057
2018-01-08 09:25:00,moving_avg_30m,30,37.12900432900433,51.74070556758057
2018-01-08 09:25:00,seasonal_naive_24h,5,46.61839826839826,56.15088383838384
2018-01-08 09:25:00,seasonal_naive_24h,10,43.314393939393945,49.52811791383219
2018-01-08 09:25:00,seasonal_naive_24h,15,46.51349206349206,54.59983766233767
2018-01-08 09:25:00,seasonal_naive_24h,20,39.75385487528345,53.73166666666666
2018-01-08 09:25:00,seasonal_naive_24h,25,41.049498746867165,51.56451247165533
2018-01-08 09:25:00,seasonal_naive_24h,30,37.12900432900433,44.04166666666666
2018-01-08 09:25:00,arima_212,5,46.61839826839826,49.69774402725516
2018-01-08 09:25:00,arima_212,10,43.314393939393945,50.130091751777655
2018-01-08 09:25:00,arima_212,15,46.51349206349206,49.17696999934658
2018-01-08 09:25:00,arima_212,20,39.75385487528345,49.75148336057842
2018-01-08 09:25:00,arima_212,25,41.049498746867165,49.07619338099752
2018-01-08 09:25:00,arima_212,30,37.12900432900433,49.61064763876123
2018-01-08 09:55:00,prophet,5,45.397619047619045,45.56436531438004
2018-01-08 09:55:00,prophet,10,45.00317460317461,45.286633246674576
2018-01-08 09:55:00,prophet,15,41.90833333333333,45.02493848937447
2018-01-08 09:55:00,prophet,20,41.07651515151515,44.77946169039359
2018-01-08 09:55:00,prophet,25,46.117045454545455,44.55025896380427
2018-01-08 09:55:00,prophet,30,44.86374458874459,44.33726378345751
2018-01-08 09:55:00,prophet_level_adj,5,45.397619047619045,41.28375527146822
2018-01-08 09:55:00,prophet_level_adj,10,45.00317460317461,41.00602320376276
2018-01-08 09:55:00,prophet_level_adj,15,41.90833333333333,40.74432844646265
2018-01-08 09:55:00,prophet_level_adj,20,41.07651515151515,40.49885164748177
2018-01-08 09:55:00,prophet_level_adj,25,46.117045454545455,40.26964892089245
2018-01-08 09:55:00,prophet_level_adj,30,44.86374458874459,40.05665374054569
2018-01-08 09:55:00,persistence,5,45.397619047619045,37.12900432900433
2018-01-08 09:55:00,persistence,10,45.00317460317461,37.12900432900433
2018-01-08 09:55:00,persistence,15,41.90833333333333,37.12900432900433
2018-01-08 09:55:00,persistence,20,41.07651515151515,37.12900432900433
2018-01-08 09:55:00,persistence,25,46.117045454545455,37.12900432900433
2018-01-08 09:55:00,persistence,30,44.86374458874459,37.12900432900433
